"LE_orig"	"LE_f"	"LE_fqc"	"LE_fall"	"LE_fall_qc"	"LE_fnum"	"LE_fsd"	"LE_fmeth"	"LE_fwin"
50.17	50.17	0	50.17	NA	NA	NA	NA	NA
54.84	54.84	0	54.84	NA	NA	NA	NA	NA
65.07	65.07	0	65.07	NA	NA	NA	NA	NA
104.68	104.68	0	104.68	NA	NA	NA	NA	NA
95.18	95.18	0	95.18	NA	NA	NA	NA	NA
103.36	103.36	0	103.36	NA	NA	NA	NA	NA
152.38	152.38	0	152.38	NA	NA	NA	NA	NA
164.6	164.6	0	164.6	NA	NA	NA	NA	NA
180.05	180.05	0	180.05	NA	NA	NA	NA	NA
174.57	174.57	0	174.57	NA	NA	NA	NA	NA
135.23	135.23	0	135.23	NA	NA	NA	NA	NA
144.1	144.1	0	144.1	NA	NA	NA	NA	NA
118.78	118.78	0	118.78	NA	NA	NA	NA	NA
104.36	104.36	0	104.36	NA	NA	NA	NA	NA
59.55	59.55	0	59.55	NA	NA	NA	NA	NA
55.11	55.11	0	55.11	NA	NA	NA	NA	NA
114.23	114.23	0	114.23	NA	NA	NA	NA	NA
96.97	96.97	0	96.97	NA	NA	NA	NA	NA
87.74	87.74	0	87.74	NA	NA	NA	NA	NA
70.14	70.14	0	70.14	NA	NA	NA	NA	NA
34.95	34.95	0	34.95	NA	NA	NA	NA	NA
26.86	26.86	0	26.86	NA	NA	NA	NA	NA
13.38	13.38	0	13.38	NA	NA	NA	NA	NA
4.1	4.1	0	4.1	NA	NA	NA	NA	NA
-3.88	-3.88	0	-3.88	NA	NA	NA	NA	NA
-6.63	-6.63	0	-6.63	NA	NA	NA	NA	NA
NA	8.37305084745763	1	8.37305084745763	1	59	16.709680577875	1	14
-3.53	-3.53	0	-3.53	NA	NA	NA	NA	NA
-5.07	-5.07	0	-5.07	NA	NA	NA	NA	NA
NA	6.69969696969697	1	6.69969696969697	1	66	17.9844961409883	1	14
-3.04	-3.04	0	-3.04	NA	NA	NA	NA	NA
-6.74	-6.74	0	-6.74	NA	NA	NA	NA	NA
-4.16	-4.16	0	-4.16	NA	NA	NA	NA	NA
-8.89	-8.89	0	-8.89	NA	NA	NA	NA	NA
-15.54	-15.54	0	-15.54	NA	NA	NA	NA	NA
-5.26	-5.26	0	-5.26	NA	NA	NA	NA	NA
-7.15	-7.15	0	-7.15	NA	NA	NA	NA	NA
-2.53	-2.53	0	-2.53	NA	NA	NA	NA	NA
-0.82	-0.82	0	-0.82	NA	NA	NA	NA	NA
-5.37	-5.37	0	-5.37	NA	NA	NA	NA	NA
NA	1.88793103448276	1	1.88793103448276	1	58	12.1928962290057	1	14
NA	1.8119298245614	1	1.8119298245614	1	57	12.2874114498475	1	14
-0.96	-0.96	0	-0.96	NA	NA	NA	NA	NA
NA	1.62977777777778	1	1.62977777777778	1	45	8.98819566504486	1	14
-2.87	-2.87	0	-2.87	NA	NA	NA	NA	NA
-3.92	-3.92	0	-3.92	NA	NA	NA	NA	NA
NA	1.60137931034483	1	1.60137931034483	1	29	9.8477545388849	1	14
16.75	16.75	0	16.75	NA	NA	NA	NA	NA
33.5	33.5	0	33.5	NA	NA	NA	NA	NA
48.95	48.95	0	48.95	NA	NA	NA	NA	NA
63.78	63.78	0	63.78	NA	NA	NA	NA	NA
73.22	73.22	0	73.22	NA	NA	NA	NA	NA
104.1	104.1	0	104.1	NA	NA	NA	NA	NA
82.47	82.47	0	82.47	NA	NA	NA	NA	NA
104.03	104.03	0	104.03	NA	NA	NA	NA	NA
135.04	135.04	0	135.04	NA	NA	NA	NA	NA
162.47	162.47	0	162.47	NA	NA	NA	NA	NA
141.01	141.01	0	141.01	NA	NA	NA	NA	NA
163.25	163.25	0	163.25	NA	NA	NA	NA	NA
190.92	190.92	0	190.92	NA	NA	NA	NA	NA
169.24	169.24	0	169.24	NA	NA	NA	NA	NA
186.49	186.49	0	186.49	NA	NA	NA	NA	NA
165.1	165.1	0	165.1	NA	NA	NA	NA	NA
103.12	103.12	0	103.12	NA	NA	NA	NA	NA
151.52	151.52	0	151.52	NA	NA	NA	NA	NA
95.31	95.31	0	95.31	NA	NA	NA	NA	NA
97.62	97.62	0	97.62	NA	NA	NA	NA	NA
84.53	84.53	0	84.53	NA	NA	NA	NA	NA
88.69	88.69	0	88.69	NA	NA	NA	NA	NA
50.67	50.67	0	50.67	NA	NA	NA	NA	NA
10.45	10.45	0	10.45	NA	NA	NA	NA	NA
8.6	8.6	0	8.6	NA	NA	NA	NA	NA
36.02	36.02	0	36.02	NA	NA	NA	NA	NA
8.35	8.35	0	8.35	NA	NA	NA	NA	NA
10.57	10.57	0	10.57	NA	NA	NA	NA	NA
8.74	8.74	0	8.74	NA	NA	NA	NA	NA
23.54	23.54	0	23.54	NA	NA	NA	NA	NA
18.33	18.33	0	18.33	NA	NA	NA	NA	NA
1.46	1.46	0	1.46	NA	NA	NA	NA	NA
NA	11.2566666666667	1	11.2566666666667	1	45	17.7524240342244	1	14
22.04	22.04	0	22.04	NA	NA	NA	NA	NA
12.11	12.11	0	12.11	NA	NA	NA	NA	NA
-14.32	-14.32	0	-14.32	NA	NA	NA	NA	NA
NA	8.122	1	8.122	1	65	17.1374702953791	1	14
23.9	23.9	0	23.9	NA	NA	NA	NA	NA
19.41	19.41	0	19.41	NA	NA	NA	NA	NA
NA	10.8811764705882	1	10.8811764705882	1	51	17.9324670524787	1	14
4.12	4.12	0	4.12	NA	NA	NA	NA	NA
4.72	4.72	0	4.72	NA	NA	NA	NA	NA
NA	7.70416666666667	1	7.70416666666667	1	60	17.9529152811012	1	14
25.19	25.19	0	25.19	NA	NA	NA	NA	NA
22.29	22.29	0	22.29	NA	NA	NA	NA	NA
NA	1.76021739130435	1	1.76021739130435	1	46	13.5302760896739	1	14
16.04	16.04	0	16.04	NA	NA	NA	NA	NA
9.23	9.23	0	9.23	NA	NA	NA	NA	NA
48.8	48.8	0	48.8	NA	NA	NA	NA	NA
NA	38.9846153846154	1	38.9846153846154	1	13	30.1446237924732	1	14
66.92	66.92	0	66.92	NA	NA	NA	NA	NA
60.21	60.21	0	60.21	NA	NA	NA	NA	NA
174.71	174.71	0	174.71	NA	NA	NA	NA	NA
202.36	202.36	0	202.36	NA	NA	NA	NA	NA
198.82	198.82	0	198.82	NA	NA	NA	NA	NA
216.67	216.67	0	216.67	NA	NA	NA	NA	NA
202.63	202.63	0	202.63	NA	NA	NA	NA	NA
207.51	207.51	0	207.51	NA	NA	NA	NA	NA
234.19	234.19	0	234.19	NA	NA	NA	NA	NA
106.71	106.71	0	106.71	NA	NA	NA	NA	NA
106.01	106.01	0	106.01	NA	NA	NA	NA	NA
160.32	160.32	0	160.32	NA	NA	NA	NA	NA
104.68	104.68	0	104.68	NA	NA	NA	NA	NA
60.01	60.01	0	60.01	NA	NA	NA	NA	NA
86.77	86.77	0	86.77	NA	NA	NA	NA	NA
130.99	130.99	0	130.99	NA	NA	NA	NA	NA
77.77	77.77	0	77.77	NA	NA	NA	NA	NA
116.05	116.05	0	116.05	NA	NA	NA	NA	NA
96.58	96.58	0	96.58	NA	NA	NA	NA	NA
143.94	143.94	0	143.94	NA	NA	NA	NA	NA
55.32	55.32	0	55.32	NA	NA	NA	NA	NA
57.83	57.83	0	57.83	NA	NA	NA	NA	NA
NA	39.47	1	39.47	1	4	12.5646886153219	1	14
34.61	34.61	0	34.61	NA	NA	NA	NA	NA
29.42	29.42	0	29.42	NA	NA	NA	NA	NA
10.03	10.03	0	10.03	NA	NA	NA	NA	NA
26.79	26.79	0	26.79	NA	NA	NA	NA	NA
NA	23.4733333333333	1	23.4733333333333	1	6	18.7613023712819	1	14
57.61	57.61	0	57.61	NA	NA	NA	NA	NA
NA	8.46133333333333	1	8.46133333333333	1	15	10.5630331592687	1	14
-9.79	-9.79	0	-9.79	NA	NA	NA	NA	NA
-7.8	-7.8	0	-7.8	NA	NA	NA	NA	NA
-2.54	-2.54	0	-2.54	NA	NA	NA	NA	NA
-3.11	-3.11	0	-3.11	NA	NA	NA	NA	NA
-9.66	-9.66	0	-9.66	NA	NA	NA	NA	NA
-2.48	-2.48	0	-2.48	NA	NA	NA	NA	NA
-12.19	-12.19	0	-12.19	NA	NA	NA	NA	NA
NA	3.86181818181818	1	3.86181818181818	1	33	12.0690682776637	1	14
-15.59	-15.59	0	-15.59	NA	NA	NA	NA	NA
0.08	0.08	0	0.08	NA	NA	NA	NA	NA
NA	2.68863636363636	1	2.68863636363636	1	44	15.0127672163596	1	14
-18.63	-18.63	0	-18.63	NA	NA	NA	NA	NA
NA	1.81263157894737	1	1.81263157894737	1	38	14.5423879380822	1	14
NA	0.508139534883721	1	0.508139534883721	1	43	13.270227732609	1	14
-42.21	-42.21	0	-42.21	NA	NA	NA	NA	NA
-2.12	-2.12	0	-2.12	NA	NA	NA	NA	NA
NA	0.516170212765957	1	0.516170212765957	1	47	12.9853168840461	1	14
17.37	17.37	0	17.37	NA	NA	NA	NA	NA
51.57	51.57	0	51.57	NA	NA	NA	NA	NA
NA	96.01	1	96.01	1	2	62.1122596594263	1	14
139.93	139.93	0	139.93	NA	NA	NA	NA	NA
144.75	144.75	0	144.75	NA	NA	NA	NA	NA
152.36	152.36	0	152.36	NA	NA	NA	NA	NA
150.09	150.09	0	150.09	NA	NA	NA	NA	NA
184.92	184.92	0	184.92	NA	NA	NA	NA	NA
148.15	148.15	0	148.15	NA	NA	NA	NA	NA
NA	164.660952380952	1	164.660952380952	1	21	41.7349231345598	2	14
NA	170.757037037037	1	170.757037037037	1	27	35.8511828809052	2	14
NA	170.757037037037	1	170.757037037037	1	27	35.8511828809052	2	14
NA	163.327142857143	1	163.327142857143	1	21	33.899370959187	2	14
NA	163.595	1	163.595	1	20	34.7572128826294	2	14
NA	164.736	1	164.736	1	25	63.974275103357	2	14
NA	166.236923076923	1	166.236923076923	1	26	63.1472214919536	2	14
NA	173.6565	1	173.6565	1	20	32.4402919181817	2	14
NA	173.11619047619	1	173.11619047619	1	21	31.7156827888334	2	14
NA	144.642727272727	1	144.642727272727	1	11	41.7052764265888	2	14
NA	143.710833333333	1	143.710833333333	1	12	39.8952413335301	2	14
NA	101.236315789474	1	101.236315789474	1	19	40.1403036874033	2	14
NA	100.1055	1	100.1055	1	20	39.3956412864218	2	14
NA	77.2741666666667	1	77.2741666666667	1	24	44.2639485180186	2	14
NA	75.4276	1	75.4276	1	25	44.3046833754627	2	14
NA	42.6845454545455	1	42.6845454545455	1	22	43.0522409933032	2	14
NA	41.7165217391304	1	41.7165217391304	1	23	42.3178244853154	2	14
NA	4.31796460176991	1	4.31796460176991	1	113	13.482724737822	2	14
NA	4.31699115044248	1	4.31699115044248	1	113	13.4816635316373	2	14
NA	4.30274336283186	1	4.30274336283186	1	113	13.4746615547073	2	14
NA	4.37699115044248	1	4.37699115044248	1	113	13.4424628300554	2	14
NA	4.36561403508772	1	4.36561403508772	1	114	13.383402019652	2	14
NA	4.36561403508772	1	4.36561403508772	1	114	13.383402019652	2	14
NA	4.48313043478261	1	4.48313043478261	1	115	13.3840361419024	2	14
NA	4.63191304347826	1	4.63191304347826	1	115	13.3837835821874	2	14
NA	4.63191304347826	1	4.63191304347826	1	115	13.3837835821874	2	14
NA	4.68939130434783	1	4.68939130434783	1	115	13.3541801253099	2	14
NA	4.90068965517241	1	4.90068965517241	1	116	13.489345665256	2	14
NA	4.90068965517241	1	4.90068965517241	1	116	13.489345665256	2	14
NA	4.9564347826087	1	4.9564347826087	1	115	13.5349537871332	2	14
NA	4.96982456140351	1	4.96982456140351	1	114	13.5939460095493	2	14
NA	5.03701754385965	1	5.03701754385965	1	114	13.5771136772511	2	14
NA	5.05833333333333	1	5.05833333333333	1	114	13.5699167484724	2	14
NA	5.00147826086957	1	5.00147826086957	1	115	13.5240190644359	2	14
NA	5.07626086956522	1	5.07626086956522	1	115	13.4911861716202	2	14
NA	5.0344347826087	1	5.0344347826087	1	115	13.4854628156829	2	14
NA	5.0025	1	5.0025	1	116	13.4311070394196	2	14
NA	5.11827586206897	1	5.11827586206897	1	116	13.4003318113274	2	14
NA	5.42818965517241	1	5.42818965517241	1	116	13.7228564398257	2	14
NA	27.6166666666667	1	27.6166666666667	1	39	23.3468263743573	2	14
NA	28.2984210526316	1	28.2984210526316	1	38	23.2634768294918	2	14
NA	72.8722222222222	1	72.8722222222222	1	18	48.4644484078497	2	14
NA	76.3117647058824	1	76.3117647058824	1	17	47.6376482200914	2	14
NA	118.213793103448	1	118.213793103448	1	29	50.8115866576704	2	14
NA	119.583448275862	1	119.583448275862	1	29	49.8789717556308	2	14
NA	104.55	1	104.55	1	10	44.2455386325999	2	14
NA	104.55	1	104.55	1	10	44.2455386325999	2	14
NA	163.497058823529	1	163.497058823529	1	17	37.0783720254655	2	14
NA	163.497058823529	1	163.497058823529	1	17	37.0783720254655	2	14
NA	170.508	1	170.508	1	30	56.6070680002613	2	14
NA	177.4	1	177.4	1	30	65.3379354876867	2	14
NA	107.546	2	107.546	2	5	35.5529131014605	3	5
NA	103.558	2	103.558	2	5	36.7677204895816	3	5
NA	182.974285714286	1	182.974285714286	1	28	68.7696493363262	2	14
NA	184.8625	1	184.8625	1	28	69.0349881568384	2	14
NA	184.772352941176	1	184.772352941176	1	17	80.7678079070965	2	14
NA	184.772352941176	1	184.772352941176	1	17	80.7678079070965	2	14
NA	164.374666666667	1	164.374666666667	1	15	41.2376656653091	2	14
NA	164.7875	1	164.7875	1	16	39.8735789715446	2	14
NA	102.870909090909	1	102.870909090909	1	22	39.2836438651594	2	14
NA	102.870909090909	1	102.870909090909	1	22	39.2836438651594	2	14
NA	68.4629166666667	1	68.4629166666667	1	24	37.2257562167083	2	14
NA	67.9316	1	67.9316	1	25	36.538671144419	2	14
NA	45.26	1	45.26	1	20	44.1475218354386	2	14
NA	44.5042857142857	1	44.5042857142857	1	21	43.1688161259292	2	14
NA	5.54948717948718	1	5.54948717948718	1	117	13.7264270564028	2	14
NA	5.59898305084746	1	5.59898305084746	1	118	13.6782125331592	2	14
NA	5.53760683760684	1	5.53760683760684	1	117	13.7207153760399	2	14
NA	5.76051282051282	1	5.76051282051282	1	117	13.8588250762238	2	14
NA	5.74051282051282	1	5.74051282051282	1	117	13.858476482803	2	14
NA	5.57598290598291	1	5.57598290598291	1	117	13.7697397528702	2	14
NA	5.61152542372881	1	5.61152542372881	1	118	13.7162034459042	2	14
NA	5.63546218487395	1	5.63546218487395	1	119	13.6604561521413	2	14
NA	5.61838983050847	1	5.61838983050847	1	118	13.7174349705592	2	14
NA	5.56101694915254	1	5.56101694915254	1	118	13.6888676705663	2	14
NA	5.64084033613445	1	5.64084033613445	1	119	13.6585259012942	2	14
NA	5.55159663865546	1	5.55159663865546	1	119	13.5142905520067	2	14
NA	5.49655462184874	1	5.49655462184874	1	119	13.4841459598322	2	14
NA	5.48890756302521	1	5.48890756302521	1	119	13.4805982861444	2	14
NA	5.5809243697479	1	5.5809243697479	1	119	13.4515872034062	2	14
NA	5.52285714285714	1	5.52285714285714	1	119	13.4491355744434	2	14
NA	5.60411764705882	1	5.60411764705882	1	119	13.3970684506271	2	14
NA	5.59957983193277	1	5.59957983193277	1	119	13.3972945279792	2	14
NA	5.59957983193277	1	5.59957983193277	1	119	13.3972945279792	2	14
NA	5.47327731092437	1	5.47327731092437	1	119	13.323518018472	2	14
NA	5.40991596638655	1	5.40991596638655	1	119	13.3280810026507	2	14
NA	5.41504201680672	1	5.41504201680672	1	119	13.3358757806603	2	14
NA	37.9753571428571	1	37.9753571428571	1	28	22.8969782062794	2	14
NA	39.1475862068966	1	39.1475862068966	1	29	23.3537391706603	2	14
NA	75.785	1	75.785	1	26	34.015856449603	2	14
NA	77.1866666666667	1	77.1866666666667	1	27	34.1412001276148	2	14
NA	120.737586206897	1	120.737586206897	1	29	49.8877058756659	2	14
NA	122.854666666667	1	122.854666666667	1	30	50.3728496064225	2	14
NA	130.51	1	130.51	1	10	43.2749499004781	2	14
NA	130.51	1	130.51	1	10	43.2749499004781	2	14
NA	166.83	1	166.83	1	11	33.2409605757716	2	14
NA	166.83	1	166.83	1	11	33.2409605757716	2	14
NA	166.730476190476	1	166.730476190476	1	21	34.6765473304639	2	14
NA	166.730476190476	1	166.730476190476	1	21	34.6765473304639	2	14
NA	122.331071428571	1	122.331071428571	1	28	51.5697763437351	2	14
NA	122.331071428571	1	122.331071428571	1	28	51.5697763437351	2	14
NA	144.710714285714	1	144.710714285714	1	14	50.8922943334988	2	14
NA	144.710714285714	1	144.710714285714	1	14	50.8922943334988	2	14
NA	166.797826086957	1	166.797826086957	1	23	33.4778886263377	2	14
NA	166.797826086957	1	166.797826086957	1	23	33.4778886263377	2	14
NA	237.641666666667	1	237.641666666667	1	18	65.4818840910801	2	14
NA	237.641666666667	1	237.641666666667	1	18	65.4818840910801	2	14
NA	108.208571428571	1	108.208571428571	1	21	43.0401106278451	2	14
NA	107.526363636364	1	107.526363636364	1	22	42.1245549413205	2	14
NA	70.2304761904762	1	70.2304761904762	1	21	34.4116589946184	2	14
NA	69.3095454545455	1	69.3095454545455	1	22	33.8590030901641	2	14
NA	43.6103703703704	1	43.6103703703704	1	27	39.3927245802769	2	14
NA	43.6103703703704	1	43.6103703703704	1	27	39.3927245802769	2	14
NA	5.39775	1	5.39775	1	120	13.2810754008296	2	14
NA	5.45776859504132	1	5.45776859504132	1	121	13.2420898078566	2	14
NA	5.33860655737705	1	5.33860655737705	1	122	13.2527768688862	2	14
NA	5.11661157024793	1	5.11661157024793	1	121	13.0781210139759	2	14
NA	5.11661157024793	1	5.11661157024793	1	121	13.0781210139759	2	14
NA	5.0598347107438	1	5.0598347107438	1	121	13.0645138947373	2	14
NA	5.0598347107438	1	5.0598347107438	1	121	13.0645138947373	2	14
NA	5.10139344262295	1	5.10139344262295	1	122	13.0185115064635	2	14
NA	5.17254098360656	1	5.17254098360656	1	122	13.0308103146728	2	14
NA	5.20508196721311	1	5.20508196721311	1	122	13.0607541734772	2	14
NA	5.31581967213115	1	5.31581967213115	1	122	13.0153202695623	2	14
NA	5.44073770491803	1	5.44073770491803	1	122	13.0328406656005	2	14
NA	5.44729508196721	1	5.44729508196721	1	122	13.0312608268983	2	14
NA	5.50611570247934	1	5.50611570247934	1	121	13.0691718286394	2	14
NA	5.54608333333333	1	5.54608333333333	1	120	13.1165415671233	2	14
NA	5.59168067226891	1	5.59168067226891	1	119	13.162448533183	2	14
NA	5.60127118644068	1	5.60127118644068	1	118	13.2181610722126	2	14
NA	5.60127118644068	1	5.60127118644068	1	118	13.2181610722126	2	14
NA	5.65389830508475	1	5.65389830508475	1	118	13.2113628271369	2	14
NA	5.63726495726496	1	5.63726495726496	1	117	13.2669452233173	2	14
NA	5.69367521367521	1	5.69367521367521	1	117	13.2743389729759	2	14
NA	5.85820512820513	1	5.85820512820513	1	117	13.4957562049619	2	14
NA	45.16	1	45.16	1	30	37.7227714087741	2	14
NA	45.5253333333333	1	45.5253333333333	1	30	37.6638892944105	2	14
NA	67.6514814814815	1	67.6514814814815	1	27	36.8448521301148	2	14
NA	70.9578571428571	1	70.9578571428571	1	28	40.1666915958561	2	14
NA	114.442222222222	1	114.442222222222	1	27	45.903754189804	2	14
NA	118.686428571429	1	118.686428571429	1	28	50.3337256213032	2	14
NA	170.516666666667	1	170.516666666667	1	21	41.2075703400884	2	14
NA	170.948181818182	1	170.948181818182	1	22	40.2653720585441	2	14
NA	218.749230769231	1	218.749230769231	1	26	69.5236073243083	2	14
NA	218.781153846154	1	218.781153846154	1	26	69.5524921380635	2	14
NA	216.6608	1	216.6608	1	25	70.1238172164066	2	14
NA	216.6608	1	216.6608	1	25	70.1238172164066	2	14
NA	143.52	1	143.52	1	4	33.6080119415991	2	14
NA	143.52	1	143.52	1	4	33.6080119415991	2	14
NA	108.655625	1	108.655625	1	16	55.4421420905013	2	14
NA	108.655625	1	108.655625	1	16	55.4421420905013	2	14
NA	136.69	1	136.69	1	4	39.3747973539759	2	14
NA	136.69	1	136.69	1	4	39.3747973539759	2	14
NA	168.833181818182	1	168.833181818182	1	22	40.878386696612	2	14
NA	170.259090909091	1	170.259090909091	1	22	41.1311704196049	2	14
NA	112.57037037037	1	112.57037037037	1	27	45.5619625836392	2	14
NA	112.421851851852	1	112.421851851852	1	27	45.6025353577422	2	14
NA	70.8537931034483	1	70.8537931034483	1	29	39.4468890149232	2	14
NA	69.4513793103448	1	69.4513793103448	1	29	40.5113137393334	2	14
NA	44.4166666666667	1	44.4166666666667	1	24	41.7491646015526	2	14
NA	45.2660869565217	1	45.2660869565217	1	23	42.4748893453672	2	14
NA	5.65991452991453	1	5.65991452991453	1	117	13.5188409072446	2	14
NA	5.57820512820513	1	5.57820512820513	1	117	13.5619885007874	2	14
NA	5.55862068965517	1	5.55862068965517	1	116	13.6191643040911	2	14
NA	5.41724137931034	1	5.41724137931034	1	116	13.6217601867273	2	14
NA	5.41784482758621	1	5.41784482758621	1	116	13.6214231399777	2	14
NA	5.42543103448276	1	5.42543103448276	1	116	13.6173880782426	2	14
NA	5.25205128205128	1	5.25205128205128	1	117	13.6876505841795	2	14
NA	5.1625641025641	1	5.1625641025641	1	117	13.7738439125511	2	14
NA	5.22086206896552	1	5.22086206896552	1	116	13.8190956457999	2	14
NA	5.24405172413793	1	5.24405172413793	1	116	13.8098209526817	2	14
NA	5.20589743589744	1	5.20589743589744	1	117	13.756359103429	2	14
NA	5.32060344827586	1	5.32060344827586	1	116	13.7597292243829	2	14
NA	5.27844827586207	1	5.27844827586207	1	116	13.7923998355394	2	14
NA	5.20387931034483	1	5.20387931034483	1	116	13.8286518423385	2	14
NA	5.25560344827586	1	5.25560344827586	1	116	13.8127598406434	2	14
NA	5.18538461538462	1	5.18538461538462	1	117	13.7740503482943	2	14
NA	5.21153846153846	1	5.21153846153846	1	117	13.7593946348006	2	14
NA	5.30241379310345	1	5.30241379310345	1	116	13.7837797315597	2	14
NA	5.28112068965517	1	5.28112068965517	1	116	13.7969043012681	2	14
NA	5.27655172413793	1	5.27655172413793	1	116	13.7991467980388	2	14
NA	5.35652173913043	1	5.35652173913043	1	115	13.8325131891826	2	14
NA	5.60408695652174	1	5.60408695652174	1	115	13.8304312890631	2	14
NA	46	1	46	1	29	37.9552444145922	2	14
NA	46.6379310344828	1	46.6379310344828	1	29	38.1826224852644	2	14
NA	71.2848275862069	1	71.2848275862069	1	29	40.5673783107182	2	14
NA	73.4493103448276	1	73.4493103448276	1	29	41.8773464102554	2	14
NA	120.455517241379	1	120.455517241379	1	29	49.6225956298573	2	14
NA	121.996551724138	1	121.996551724138	1	29	49.5034116627951	2	14
NA	171.781818181818	1	171.781818181818	1	22	40.3970097474652	2	14
NA	173.910454545455	1	173.910454545455	1	22	40.5594665689155	2	14
NA	226.84375	1	226.84375	1	24	74.680785132019	2	14
NA	229.863333333333	1	229.863333333333	1	24	74.1698514672011	2	14
NA	221.512162162162	1	221.512162162162	1	37	89.2766969450451	2	14
NA	225.185135135135	1	225.185135135135	1	37	88.4197676999896	2	14
NA	229.279428571429	1	229.279428571429	1	35	89.4200145362539	2	14
NA	232.902857142857	1	232.902857142857	1	35	87.3563762638399	2	14
NA	233.692	1	233.692	1	35	85.1527042781517	2	14
NA	238.316857142857	1	238.316857142857	1	35	79.633344286077	2	14
NA	228.7575	1	228.7575	1	20	80.4171765414251	2	14
NA	226.287142857143	1	226.287142857143	1	21	79.1942682359561	2	14
NA	170.354	1	170.354	1	20	40.8037173745107	2	14
NA	169.177619047619	1	169.177619047619	1	21	40.134243471724	2	14
NA	125.58037037037	1	125.58037037037	1	27	49.6617507576917	2	14
NA	127.937407407407	1	127.937407407407	1	27	46.611380633472	2	14
NA	72.2589655172414	1	72.2589655172414	1	29	41.4463133243156	2	14
NA	73.3851724137931	1	73.3851724137931	1	29	40.2147061427506	2	14
NA	45.582962962963	1	45.582962962963	1	27	39.3763245750164	2	14
NA	46.9948148148148	1	46.9948148148148	1	27	38.2004463697612	2	14
NA	5.47217391304348	1	5.47217391304348	1	115	13.7736740236525	2	14
NA	5.47217391304348	1	5.47217391304348	1	115	13.7736740236525	2	14
NA	5.55114035087719	1	5.55114035087719	1	114	13.8083138198152	2	14
NA	5.54964912280702	1	5.54964912280702	1	114	13.8094801302843	2	14
NA	5.59747826086956	1	5.59747826086956	1	115	13.7583427859837	2	14
NA	5.68886956521739	1	5.68886956521739	1	115	13.7353517997096	2	14
NA	5.79686956521739	1	5.79686956521739	1	115	13.6855056099008	2	14
NA	5.86365217391304	1	5.86365217391304	1	115	13.6551967056846	2	14
NA	6.04008695652174	1	6.04008695652174	1	115	13.5938396455219	2	14
NA	6.2275652173913	1	6.2275652173913	1	115	13.4414260542068	2	14
NA	6.28982608695652	1	6.28982608695652	1	115	13.4042800170881	2	14
NA	6.40771929824561	1	6.40771929824561	1	114	13.4034419720932	2	14
NA	6.48681415929204	1	6.48681415929204	1	113	13.4363962181541	2	14
NA	6.56256637168142	1	6.56256637168142	1	113	13.4189524007466	2	14
NA	6.63858407079646	1	6.63858407079646	1	113	13.3750104717754	2	14
NA	6.63858407079646	1	6.63858407079646	1	113	13.3750104717754	2	14
NA	6.63166666666667	1	6.63166666666667	1	114	13.3159023246554	2	14
NA	6.69884955752212	1	6.69884955752212	1	113	13.3557954082149	2	14
NA	6.62657894736842	1	6.62657894736842	1	114	13.318939062491	2	14
NA	6.67921052631579	1	6.67921052631579	1	114	13.2929094243561	2	14
NA	6.77300884955752	1	6.77300884955752	1	113	13.3141725565651	2	14
NA	6.80938596491228	1	6.80938596491228	1	114	13.2608186111979	2	14
NA	49.7389285714286	1	49.7389285714286	1	28	36.1388612355469	2	14
NA	51.4142857142857	1	51.4142857142857	1	28	36.44421799678	2	14
NA	76.3565517241379	1	76.3565517241379	1	29	38.0370360190341	2	14
NA	77.8358620689655	1	77.8358620689655	1	29	38.3632685667313	2	14
NA	131.825	1	131.825	1	26	42.8385577955187	2	14
NA	132.934	1	132.934	1	25	43.3393240410292	2	14
NA	172.696956521739	1	172.696956521739	1	23	40.0595386932526	2	14
NA	172.696956521739	1	172.696956521739	1	23	40.0595386932526	2	14
NA	226.887692307692	1	226.887692307692	1	26	71.9125378391108	2	14
NA	227.956538461538	1	227.956538461538	1	26	71.1189350281517	2	14
NA	240.025135135135	1	240.025135135135	1	37	72.0575954675464	2	14
NA	241.892972972973	1	241.892972972973	1	37	70.8985858213792	2	14
NA	248.252857142857	1	248.252857142857	1	35	70.1787849027052	2	14
NA	249.994571428571	1	249.994571428571	1	35	68.9050502009343	2	14
NA	248.523428571429	1	248.523428571429	1	35	70.3263838843723	2	14
NA	250.485428571429	1	250.485428571429	1	35	68.8734290668656	2	14
NA	230.793076923077	1	230.793076923077	1	26	68.9500765347932	2	14
NA	231.916153846154	1	231.916153846154	1	26	67.8360154535582	2	14
NA	172.59625	1	172.59625	1	24	39.1821079190268	2	14
NA	174.71	1	174.71	1	24	36.2177451102297	2	14
NA	135.6564	1	135.6564	1	25	42.1588491976082	2	14
NA	136.4412	1	136.4412	1	25	41.4243440221649	2	14
NA	78.2248275862069	1	78.2248275862069	1	29	38.3719798830837	2	14
NA	79.5510344827586	1	79.5510344827586	1	29	36.5681230567229	2	14
NA	51.4416	1	51.4416	1	25	38.4474513329557	2	14
NA	51.3696	1	51.3696	1	25	38.4792067745685	2	14
NA	6.88342105263158	1	6.88342105263158	1	114	13.3401312055844	2	14
NA	6.93122807017544	1	6.93122807017544	1	114	13.3632053372526	2	14
NA	7.01877192982456	1	7.01877192982456	1	114	13.4077753917782	2	14
NA	6.91859649122807	1	6.91859649122807	1	114	13.3256560632922	2	14
NA	6.81761061946903	1	6.81761061946903	1	113	13.3411249441567	2	14
NA	6.86544642857143	1	6.86544642857143	1	112	13.3913474073557	2	14
